id;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
934;Tete De Cheval sweet игристое выдержанное сладкое белое. Вино с ЗГУ «Кубань. Таманский полуостров»  2017;Игристое;4640026050830;Golubitskoe Estate;"ООО ""Поместье Голубицкое"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубицкая. ул.";2020;2017;Сладкое;Белое;819;0.75;81;4.050;https://rskrf.ru//goods/tete-de-cheval-sweet-igristoe-vyderzhannoe-sladkoe-beloe-vino-s-zgu-kuban-tamanskiy-poluostrov-2017/
935;Tete De Cheval semi dry игристое выдержанное полусухое белое. Вино с ЗГУ «Кубань. Таманский полуостров»  2017;Игристое;4640026050823;Golubitskoe Estate;"ООО ""Поместье Голубицкое"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубицкая. ул.";2020;2017;Полусухое;Белое;819;0.75;80.92;4.046;https://rskrf.ru//goods/tete-de-cheval-semi-dry-igristoe-vyderzhannoe-polusukhoe-beloe-vino-s-zgu-kuban-tamanskiy-poluostrov/
936;Reserve Golubitskoe estate Pinot Noir. Вино с ЗГУ «Кубань.Таманский полуостров». Сухое красное «Пино Нуар»  2018;Красное;4640026050502;Golubitskoe Estate;"ООО ""Поместье Голубицкое"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубицкая. ул.";2020;2018;Сухое;Красное;839;0.75;82.8;4.140;https://rskrf.ru//goods/reserve-golubitskoe-estate-pinot-noir-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-pino-nuar/
937;Golubitskoe Estate Reserve Cabernet Sauvignon. Вино с ЗГУ «Кубань.Таманский полуостров». Выдержанное сухое красное  2018;Красное;4640026050489;Golubitskoe Estate;"ООО ""Поместье Голубицкое"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубицкая. ул.";2020;2018;Сухое;Красное;839;0.75;82.65;4.133;https://rskrf.ru//goods/golubitskoe-estate-reserve-cabernet-sauvignon-vino-s-zgu-kuban-tamanskiy-poluostrov-vyderzhannoe-sukh/
938;Golubitskoe Estate Cabernet Sauvignon. Вино с ЗГУ «Кубань.Таманский полуостров». Сухое красное  2018;Красное;4640026050557;Golubitskoe Estate;"ООО ""Поместье Голубицкое"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубицкая. ул.";2020;2018;Сухое;Красное;679;0.75;82.29;4.115;https://rskrf.ru//goods/golubitskoe-estate-cabernet-sauvignon-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2018/
939;Каберне Совиньон. вино сухое красное. ЗГУ «Кубань. Таманский полуостров» 2017;Красное;4640026050557;Golubitskoe Estate;;2019;2017;Сухое;Красное;499;0.75;80.7;4.035;https://rskrf.ru//goods/golubitskoe-estate-kaberne-sovinon-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2017/
940;Мерло. вино сухое красное. ЗГУ «Кубань. Таманский полуостров» 2017;Красное;4640026050564;Golubitskoe Estate;;2019;2017;Сухое;Красное;499;0.75;80.6;4.030;https://rskrf.ru//goods/golubitskoe-estate-merlo-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-krasnoe-2017/
941;Шардоне. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2017;Белое;4640026050526;Golubitskoe Estate;;2019;2017;Сухое;Белое;668;0.75;84.11;4.206;https://rskrf.ru//goods/golubitskoe-estate-shardone-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2017/
942;Golubitskoe Estate Chardonnay. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2018;Белое;4640026050526;Golubitskoe Estate;"ООО ""Поместье Голубитское"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубитское. у";2020;2018;Сухое;Белое;608;0.75;81.58;4.079;https://rskrf.ru//goods/golubitskoe-estate-chardonnay-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018-bez-ukazaniya-/
943;Рислинг. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2017;Белое;4640026050519;Golubitskoe Estate;;2019;2017;Сухое;Белое;668;0.75;81.23;4.062;https://rskrf.ru//goods/golubitskoe-estate-risling-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2017/
944;Совиньон Блан. вино сухое белое. ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4640026050533;Golubitskoe Estate;;2019;2018;Сухое;Белое;499;0.75;79.74;3.987;https://rskrf.ru//goods/golubitskoe-estate-sovinon-blan-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
945;Golubitskoe Estate Совиньон Блан. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4640026050533;Golubitskoe Estate;"ООО ""Поместье Голубитское"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубитское. у";2020;2019;Сухое;Белое;829;0.75;79.36;3.968;https://rskrf.ru//goods/golubitskoe-estate-sovinon-blan-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya/
946;Golubitskoe Estate Riesling. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое Рислинг 2019;Белое;4640026050571;Golubitskoe Estate;"ООО ""Поместье Голубитское""";2020;2019;Сухое;Белое;819;0.75;79.07;3.954;https://rskrf.ru//goods/golubitskoe-estate-riesling-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-risling-2019-bez-ukaz/
947;Golubitskoe Estate Pinot Noir Rose. вино с ЗГУ «Кубань. Таманский полуостров» розовое сухое 2019;Розовое;4640026050540;Golubitskoe Estate;"ООО ""Поместье Голубицкое"". Россия. 353521. Краснодарский край. Темрюкский район. ст. Голубицкая. ул.";2020;2019;Сухое;Розовое;864;0.75;81.46;4.073;https://rskrf.ru//goods/golubitskoe-estate-pinot-noir-rose-vino-s-zgu-kuban-tamanskiy-poluostrov-rozovoe-sukhoe-2019/
948;Golubitskoe Estate. Пино Нуар. сухое розовое. ЗГУ «Кубань. Таманский полуостров»  2018;Розовое;4640026050540;Golubitskoe Estate;;2019;2018;Сухое;Розовое;668;0.75;79.1;3.956;https://rskrf.ru//goods/golubitskoe-estate-pino-nuar-sukhoe-rozovoe-zgu-kuban-tamanskiy-poluostrov-2018/
949;Коллекция Grand Reserve Каберне качинское. вино выдержанное сухое красное географического наименования 2015;Красное;4623720891633;Inkerman;;2019;2015;Сухое;Красное;831;0.75;86.46;4.323;https://rskrf.ru//goods/inkerman-kollektsiya-grand-reserve-kaberne-kachinskoe-vino-geograficheskogo-naimenovaniya-vyderzhann/
950;"
                        Классическая коллекция Мерло Каберне. вино столовое сухое красное                     ";Красное;4623720857585;Inkerman;;2019;Без указания года;Сухое;Красное;356;0.75;82.46;4.123;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-merlo-kaberne-vino-stolovoe-sukhoe-krasnoe/
951;"
                        Inkerman Бастардо Классическая коллекция. Вино столовое сухое красное                     ";Красное;4623721249181;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Сухое;Красное;378;0.75;81.41;4.071;https://rskrf.ru//goods/inkerman-bastardo-klassicheskaya-kollektsiya-vino-stolovoe-sukhoe-krasnoe-/
952;"
                        Классическая коллекция. вино красное полусухое                     ";Красное;4623720857578;Inkerman;;2019;Без указания года;Полусухое;Красное;406;0.75;81.23;4.062;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-inkerman-krasnoe-vino-stolovoe-polusukhoe-n-v/
953;"
                        Классическая коллекция Крымская Ривьера. вино столовое полусладкое красное (Инкерман)                     ";Красное;4623720857615;Inkerman;;2019;Без указания года;Полусладкое;Красное;323;0.75;80.55;4.028;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-krymskaya-rivera-vino-stolovoe-polusladkoe-krasnoe/
954;"
                        Классическая коллекция Рубин Херсонеса. вино столовое сухое красное                     ";Красное;4623721249198;Inkerman;;2019;Без указания года;Сухое;Красное;361;0.75;80.54;4.027;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-rubin-khersonesa-vino-stolovoe-sukhoe-krasnoe/
955;Классическая коллекция Каберне Качинское. вино выдержанное сухое красное географического наименования 2016;Красное;4623721249204;Inkerman;;2019;2016;Сухое;Красное;610;0.75;80.27;4.014;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-kaberne-kachinskoe-vino-geograficheskogo-naimenovaniya-vyderzhan/
956;"
                        Inkerman Классическая коллекция Рубин Херсонеса. Вино столовое сухое красное                     ";Красное;4623721249198;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Сухое;Красное;499;0.75;80;4.000;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-rubin-khersonesa-vino-stolovoe-sukhoe-krasnoe-/
957;Коллекция WMS Саперави. вино столовое сухое красное. ЗГУ «Крым» 2017;Красное;4623722067470;Inkerman;;2019;2017;Сухое;Красное;518;0.75;79.4;3.970;https://rskrf.ru//goods/inkerman-kollektsiya-wms-saperavi-inkerman-vino-zgu-krym-stolovoe-sukhoe-krasnoe-2017/
958;"
                        Inkerman Древний Херсонес Классическая коллекция. Вино столовое полусладкое красное                     ";Красное;4623720857554;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Красное;405;0.75;79.3;3.965;https://rskrf.ru//goods/inkerman-drevniy-khersones-klassicheskaya-kollektsiya-vino-stolovoe-polusladkoe-krasnoe-/
959;Коллекция WMS Пино Нуар. вино столовое полусладкое красное. ЗГУ «Крым»  2018;Красное;4623722067494;Inkerman;;2019;2018;Полусладкое;Красное;449;0.75;79;3.950;https://rskrf.ru//goods/inkerman-kollektsiya-wms-pino-nuar-inkerman-vino-zgu-krym-stolovoe-polusladkoe-krasnoe-2018/
960;Inkerman Мерло Качинское Классическая коллекция. Вино ЗГУ «Крым». Сухое красное  2018;Красное;4623722067456;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;2018;Сухое;Красное;387;0.75;78.99;3.950;https://rskrf.ru//goods/inkerman-merlo-kachinskoe-klassicheskaya-kollektsiya-vino-zgu-krym-sukhoe-krasnoe-2018/
961;Коллекция WMS Пино Нуар. вино столовое полусладкое красное. ЗГУ «Крым»   2016;Красное;4623722067494;Inkerman;;2019;2016;Полусладкое;Красное;499;0.75;78.76;3.938;https://rskrf.ru//goods/inkerman-kollektsiya-wms-pino-nuar-inkerman-vino-zgu-krym-stolovoe-polusladkoe-krasnoe-2016/
962;Inkerman Каберне Качинское Классическая коллекция. Вино географического наименования выдержанное сухое красное. регион Крым. западное побережье 2016;Красное;4623721249204;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;2016;Сухое;Красное;630;0.75;78.36;3.918;https://rskrf.ru//goods/inkerman-kaberne-kachinskoe-klassicheskaya-kollektsiya-vino-geograficheskogo-naimenovaniya-vyderzhan/
963;"
                        Inkerman Коллекция молодых вин Пинно Крымское. Вино столовое полусладкое красное                     ";Красное;4623721617485;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Красное;361;0.75;78.32;3.916;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-pinno-krymskoe-vino-stolovoe-polusladkoe-krasnoe-/
964;Коллекция WMS. Каберне Инкерман. вино столовое сухое красное с ЗГУ «Крым»  2016;Красное;4623722067463;Inkerman;;2019;2016;Сухое;Красное;466;0.75;77.8;3.890;https://rskrf.ru//goods/kollektsiya-wms-kaberne-inkerman-vino-stolovoe-sukhoe-krasnoe-s-zgu-krym-2016/
965;"
                        Коллекция Классическая. вино красное столовое полусухое                      ";Красное;4623720857758;Inkerman;;2019;Без указания года;Полусухое;Красное;459;0.75;77.6;3.880;https://rskrf.ru//goods/kollektsiya-klassicheskaya-vino-krasnoe-stolovoe-polusukhoe-/
966;Коллекция Классическая. Древний Херсонес. вино столовое полусладкое красное  2015;Красное;4623720857554;Inkerman;;2019;2015;Полусладкое;Красное;589;0.75;76.86;3.843;https://rskrf.ru//goods/kollektsiya-klassicheskaya-drevniy-khersones-vino-stolovoe-polusladkoe-krasnoe-2015/
967;"
                        Коллекция классическая. Жемчужина Инкермана. вино сухое красное с ЗГУ «Крым»                     ";Красное;4623722067456;Inkerman;;2019;Без указания года;Сухое;Красное;425;0.75;74.6;3.730;https://rskrf.ru//goods/kollektsiya-klassicheskaya-zhemchuzhina-inkermana-vino-sukhoe-krasnoe-s-zgu-krym-/
968;Inkerman Muscat Winemaker Selection. Вино столовое полусладкое белое 2019;Белое;4623720857356;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;2019;Полусладкое;Белое;468;0.75;82.1;4.105;https://rskrf.ru//goods/inkerman-muscat-winemaker-selection-vino-stolovoe-polusladkoe-beloe-2019-bez-ukazaniya-goda/
969;Коллекция WMS Мускат Инкерман. вино полусладкое белое. ЗГУ «Крым»  2018;Белое;4623720857356;Inkerman;;2019;2018;Полусладкое;Белое;449;0.75;80.77;4.039;https://rskrf.ru//goods/inkerman-kollektsiya-wms-muskat-inkerman-vino-zgu-krym-stolovoe-polusladkoe-beloe-2018/
970;Коллекция Sevre Траминер. вино столовое сухое белое 2017;Белое;4623721384691;Inkerman;;2019;2017;Сухое;Белое;537;0.75;80.58;4.029;https://rskrf.ru//goods/inkerman-kollektsiya-sevre-traminer-stolovoe-sukhoe-beloe-2017/
971;Классическая коллекция Инкерман белое. вино столовое полусухое белое  2016;Белое;4623720857561;Inkerman;;2019;2016;Полусухое;Белое;451;0.75;80.3;4.015;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-inkerman-beloe-stolovoe-polusukhoe-beloe-2016/
972;Коллекция Sevre Шардоне. вино географического наименования. сухое белое  2017;Белое;4623721384707;Inkerman;;2019;2017;Сухое;Белое;480;0.75;80.18;4.009;https://rskrf.ru//goods/inkerman-kollektsiya-sevre-shardone-vino-geograficheskogo-naimenovaniya-sukhoe-beloe-2017/
973;Коллекция WMS Шардоне Инкерман. вино сухое белое. ЗГУ «Крым» 2018;Белое;4623722067432;Inkerman;;2019;2018;Сухое;Белое;460;0.75;79.42;3.971;https://rskrf.ru//goods/inkerman-kollektsiya-wms-shardone-inkerman-vino-zgu-krym-stolovoe-sukhoe-beloe-2018/
974;"
                        Коллекция молодых вин Шато Блан. вино столовое полусухое белое                      ";Белое;4623721617461;Inkerman;;2019;Без указания года;Полусухое;Белое;386;0.75;79.35;3.968;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-shato-blan-stolovoe-polusukhoe-beloe-n-v/
975;Классическая коллекция Алиготе Крымское. вино сухое белое. ЗГУ «Крым» 2017;Белое;4623722067418;Inkerman;;2019;2017;Сухое;Белое;489;0.75;79.1;3.955;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-aligote-krymskoe-vino-zgu-krym-sukhoe-beloe-2017/
976;Inkerman Crimea Serve Траминер. Вино столовое сухое белое  2018;Белое;4623721384691;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;2018;Сухое;Белое;504;0.75;79.1;3.955;https://rskrf.ru//goods/inkerman-crimea-serve-traminer-vino-stolovoe-sukhoe-beloe-2018-bez-ukazaniya-goda/
977;Inkerman Шардоне Качинское Классическая коллекция. Вино с ЗГУ «Крым». Сухое белое 2019;Белое;4623722067425;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;2019;Сухое;Белое;342;0.75;79.1;3.955;https://rskrf.ru//goods/inkerman-shardone-kachinskoe-klassicheskaya-kollektsiya-vino-s-zgu-krym-sukhoe-beloe-2019-bez-ukazan/
978;"
                        Inkerman Легенда Инкермана Классическая коллекция. Вино столовое полусладкое белое                     ";Белое;4623720857639;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Белое;387;0.75;79;3.950;https://rskrf.ru//goods/inkerman-legenda-inkermana-klassicheskaya-kollektsiya-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-/
979;Inkerman Riesling Winemaker selection. Вино столовое полусухое белое 2019;Белое;4623720857387;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;2019;Полусухое;Белое;432;0.75;78.9;3.945;https://rskrf.ru//goods/inkerman-riesling-winemaker-selection-vino-stolovoe-polusukhoe-beloe-2019-bez-ukazaniya-goda/
980;Классическая коллекция Шардоне Качинское. вино сухое белое. ЗГУ «Крым» 2018;Белое;4623722067425;Inkerman;;2019;2018;Сухое;Белое;325;0.75;78.8;3.940;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-shardone-kachinskoe-vino-zgu-krym-sukhoe-beloe-2018/
981;"
                        Коллекция молодых вин Мускатное Крымское. вино столовое полусладкое белое                      ";Белое;4623721617492;Inkerman;;2019;Без указания года;Полусладкое;Белое;329;0.75;78.6;3.932;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-muskatnoe-krymskoe-stolovoe-polusladkoe-beloe-n-v/
982;"
                        Inkerman Коллекция молодых вин. Мускатное Крымское вино столовое полусладкое белое                     ";Белое;4623721617492;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Белое;400;0.75;78.53;3.927;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-muskatnoe-krymskoe-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-g/
983;"
                        Inkerman Буссо. Коллекция молодых вин. Вино столовое полусладкое белое                     ";Белое;4623721617447;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Белое;270;0.75;78.4;3.920;https://rskrf.ru//goods/inkerman-busso-kollektsiya-molodykh-vin-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-goda/
984;"
                        Классическая коллекция Легенда Инкермана. вино столовое полусладкое белое                     ";Белое;4623720857639;Inkerman;;2019;Без указания года;Полусладкое;Белое;372;0.75;78.3;3.916;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-legenda-inkermana-stolovoe-polusladkoe-beloe/
985;"
                        Inkerman Шато Блан. Коллекция молодых вин. Вино столовое полусухое белое                     ";Белое;4623721617461;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусухое;Белое;252;0.75;78.3;3.915;https://rskrf.ru//goods/inkerman-shato-blan-kollektsiya-molodykh-vin-vino-stolovoe-polusukhoe-beloe-/
986;"
                        Коллекция молодых вин Буссо. столовое полусладкое белое                     ";Белое;4623721617447;Inkerman;;2019;Без указания года;Полусладкое;Белое;285;0.75;78;3.905;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-busso-stolovoe-polusladkoe-beloe/
987;Коллекция WMS. Рислинг. вино столовое полусухое белое с ЗГУ «Крым»  2017;Белое;4623720857387;Inkerman;;2019;2017;Полусухое;Белое;460;0.75;77.01;3.851;https://rskrf.ru//goods/kollektsiya-wms-risling-vino-stolovoe-polusukhoe-beloe-s-zgu-krym-2017/
988;"
                        Жемчужина Инкермана - вино сухое белое. географического наименования                      ";Белое;4623721249211;Inkerman;;2019;Без указания года;Сухое;Белое;419;0.75;76.86;3.843;https://rskrf.ru//goods/zhemchuzhina-inkermana-vino-sukhoe-beloe-geograficheskogo-naimenovaniya-/
989;"
                        Inkerman Алиготе Коллекция молодых вин. Вино столовое сухое белое                     ";Белое;4650134100211;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Сухое;Белое;261;0.75;76.8;3.840;https://rskrf.ru//goods/inkerman-aligote-kollektsiya-molodykh-vin-vino-stolovoe-sukhoe-beloe-bez-ukazaniya-goda/
990;"
                        Легенда Инкермана. вино столовое полусладкое белое                     ";Белое;4623720857639;Inkerman;;2019;Без указания года;Полусладкое;Белое;468;0.75;76.7;3.835;https://rskrf.ru//goods/legenda-inkermana-vino-stolovoe-polusladkoe-beloe-/
991;Коллекция классическая. Крымская Ривьера. вино столовое полусладкое белое 2012;Белое;4820003751633;Inkerman;;2019;2012;Полусладкое;Белое;355;0.75;76.43;3.822;https://rskrf.ru//goods/kollektsiya-klassicheskaya-krymskaya-rivera-vino-stolovoe-polusladkoe-beloe-2012/
992;Коллекция классическая. Алиготе Крымское. вино сухое белое с ЗГУ «Крым» 2018;Белое;4623722067500;Inkerman;;2019;2018;Сухое;Белое;278;0.75;75.92;3.796;https://rskrf.ru//goods/kollektsiya-klassicheskaya-aligote-krymskoe-vino-sukhoe-beloe-s-zgu-krym-2018/
993;"
                        Коллекция классическая. Крымская Ривьера. вино столовое полусладкое белое                     ";Белое;4623720857622;Inkerman;;2019;Без указания года;Полусладкое;Белое;323;0.75;75.35;3.768;https://rskrf.ru//goods/kollektsiya-klassicheskaya-krymskaya-rivera-vino-stolovoe-polusladkoe-beloe-/
994;Коллекция классическая. Совиньон Крымский. вино столовое сухое белое. географического наименования 2016;Белое;4623720857660;Inkerman;;2019;2016;Сухое;Белое;368;0.75;73.29;3.665;https://rskrf.ru//goods/kollektsiya-klassicheskaya-sovinon-krymskiy-vino-stolovoe-sukhoe-beloe-geograficheskogo-naimenovaniya/
995;"
                        Коллекция Молодых вин. Буссо. вино столовое полусладкое розовое                     ";Розовое;4623721617430;Inkerman;;2019;Без указания года;Полусладкое;Розовое;278;0.75;76.26;3.813;https://rskrf.ru//goods/kollektsiya-molodykh-vin-busso-vino-stolovoe-polusladkoe-rozovoe-/
996;Кагор. ликерное вино 2015;Ликерное;4623722020994;Inkerman;;2019;2015;Сладкое;Красное;540;0.75;83.1;4.155;https://rskrf.ru//goods/kagor-likernoe-vino-2015/
997;Мускат розовый десертный. ликерное вино 2011;Ликерное;4623722021014;Inkerman;;2019;2011;Сладкое;Розовое;614;0.75;82.8;4.140;https://rskrf.ru//goods/muskat-rozovyy-desertnyy-likernoe-vino-2011/
998;"
                        Inkerman Портвейн белый Крымский                     ";Ликерное;4623722021038;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Сладкое;Белое;801;0.75;82.23;4.112;https://rskrf.ru//goods/inkerman-portveyn-belyy-krymskiy-/
999;Старый Нектар. винный напиток. сладкий (ликерное вино) 2011;Ликерное;4623722021007;Inkerman;;2019;2011;Сладкое;Белое;528;0.75;81.2;4.060;https://rskrf.ru//goods/staryy-nektar-vinnyy-napitok-sladkiy-likernoe-vino-2011/
1000;"
                        Портвейн Крымский. винный напиток (ликерное вино). белый сладкий                      ";Ликерное;4623722021038;Inkerman;;2019;Без указания года;Сладкое;Белое;245;0.75;80.4;4.020;https://rskrf.ru//goods/portveyn-krymskiy-vinnyy-napitok-likernoe-vino-belyy-sladkiy-/
1001;"
                        Inkerman Sparkling Wine Brut. The Taste of Crimea. Вино игристое брют белое                     ";Игристое;4623721055089;Inkerman;"ООО ""Агрофирма ""Золотая Балка""";2020;Без указания года;Брют;Белое;349;0.75;82.33;4.117;https://rskrf.ru//goods/inkerman-sparkling-wine-brut-the-taste-of-crimea-vino-igristoe-bryut-beloe-/
1002;"
                        Коллекция игристых вин. брют                     ";Игристое;4623721055089;Inkerman;;2019;Без указания года;Брют;Белое;528;0.75;82.3;4.115;https://rskrf.ru//goods/kollektsiya-igristykh-vin-bryut-/
1003;"
                        Коллекция игристых вин. полусладкое розовое                     ";Игристое;4623721055096;Inkerman;;2019;Без указания года;Полусладкое;Розовое;518;0.75;80.78;4.039;https://rskrf.ru//goods/kollektsiya-igristykh-vin-polusladkoe-rozovoe-/
1004;"
                        Коллекция игристых вин. полусладкое белое                     ";Игристое;4623721055072;Inkerman;;2019;Без указания года;Полусладкое;Белое;508;0.75;80.2;4.010;https://rskrf.ru//goods/kollektsiya-igristykh-vin-polusladkoe-beloe-/
1005;"
                        Коллекция игристых вин. полусладкое белое. мускат                     ";Игристое;4623721055102;Inkerman;;2019;Без указания года;Полусладкое;Белое;518;0.75;80.1;4.005;https://rskrf.ru//goods/kollektsiya-igristykh-vin-polusladkoe-beloe-muskat-/
1006;"
                        Inkerman Sparkling Wine semi-sweet white игристое полусладкое белое                     ";Игристое;4623721055072;Inkerman;"ООО ""Агрофирма ""Золотая Балка""";2020;Без указания года;Полусладкое;Белое;477;0.75;78.91;3.946;https://rskrf.ru//goods/inkerman-sparkling-wine-semi-sweet-white-igristoe-polusladkoe-beloe-/
1007;Каберне Качинское 2015;Красное;4623721249204;Inkerman;ИЗМВ ООО;2018;2015;Сухое;Красное;699;0.75;84;4.200;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-vyderzhannoe-sukhoe-krasnoe-kaberne-kachinskkoe-inkerman/
1008;Каберне Инкерман 2016;Красное;4623722067463;Inkerman;ИЗМВ ООО;2018;2016;Сухое;Красное;427;0.75;80.1;4.005;https://rskrf.ru//goods/vino-zashchishchenneogo-geograficheskogo-ukazaniya-krym-sukhoe-krasnoe-kaberne-inkerman/
1009;"
                        Классическая коллекция Вкус Крыма. виное полусухое белое                     ";Белое;4623720857561;Inkerman;;2019;Без указания года;Полусухое;Белое;412;0.75;79.6;3.980;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-vkus-kryma-polusukhoe-beloe/
1010;"
                        Мускатное Крымское                     ";Белое;4623721617492;Inkerman;ИЗМВ ООО;2018;Без указания года;Полусладкое;Белое;274;0.75;78.16;3.908;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-muskatnoe-krymskoe-inkerman/
1011;"
                        INKERMAN (полусладкое розовое)                     ";Игристое;4623721055096;Inkerman;ИЗМВ ООО;2018;Без указания года;Полусладкое;Розовое;352;0.75;83.11;4.156;https://rskrf.ru//goods/vino-igristoe-polusladkoe-rozovoe-inkerman/
1012;"
                        INKERMAN (брют белое)                     ";Игристое;4623721055089;Inkerman;ИЗМВ ООО;2018;Без указания года;Брют;Белое;352;0.75;80.73;4.037;https://rskrf.ru//goods/vino-igristoe-bryut-beloe-inkerman-/
1013;"
                        INKERMAN (полусладкое белое)                     ";Игристое;4623721055072;Inkerman;ИЗМВ ООО;2018;Без указания года;Полусладкое;Белое;352;0.75;80.43;4.022;https://rskrf.ru//goods/vino-igristoe-polusladkoe-beloe-inkerman/
1014;Liebmartamilch Виорика. Вино с ЗГУ «Кубань». Полусладкое белое 2018;Белое;4610018052616;Долина;"ООО ""Долина""";2020;2018;Полусладкое;Белое;112;0.75;72.26;3.613;https://rskrf.ru//goods/liebmartamilch-viorika-vino-s-zgu-kuban-polusladkoe-beloe-2018-bez-ukazaniya-goda/
1015;AV Collection Pinot Noir. вино с ЗГУ «Кубань. Таманский полуостров» розовое сухое 2019;Розовое;4606285009972;Millstream;"ООО ""АПК Мильстрим- Черноморские вина""";2020;2019;Сухое;Розовое;299;0.75;74.76;3.738;https://rskrf.ru//goods/av-collection-pinot-noir-vino-s-zgu-kuban-tamanskiy-poluostrov-rozovoe-sukhoe-2019/
1016;"
                        Millstream original Традиционная серия Мерло. Сухое красное                      ";Красное;4606285009552;Millstream;"ООО ""АПК Мильстрим- Черноморские вина""";2020;Без указания года;Сухое;Красное;220;0.75;79.34;3.967;https://rskrf.ru//goods/millstream-original-traditsionnaya-seriya-merlo-sukhoe-krasnoe-/
1017;"
                        Millstream original Классическая серия Каберне Совиньон. Вино столовое сухое красное                     ";Красное;4606285010626;Millstream;"ООО ""АПК Мильстрим- Черноморские вина""";2020;Без указания года;Сухое;Красное;220;0.75;78.68;3.934;https://rskrf.ru//goods/millstream-original-klassicheskaya-seriya-kaberne-sovinon-vino-stolovoe-sukhoe-krasnoe-/
