id;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
1018;Millstream Original лимитированная серия Cаперави. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое красное  2018;Красное;4606285010732;Millstream;"ООО ""АПК Мильстрим";2020;2018;Сухое;Красное;259;0.75;76.84;3.842;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-caperavi-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-kra/
1019;Millstream Original Лимитированная серия Траминер. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4606285010848;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ. 353542. Краснодарский край. Темрюкский район. п. Виноград";2020;2019;Сухое;Белое;355;0.75;78.33;3.917;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-traminer-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-bel/
1020;Millstream Original Лимитированная серия Мускат. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4606285010855;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ. 353542. Краснодарский край. Темрюкский район. п. Виноград";2020;2019;Сухое;Белое;220;0.75;78.27;3.914;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-muskat-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe/
1021;Millstream Original Лимитированная серия Алиготе. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4606285010848;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ. 353542. Краснодарский край. Темрюкский район. п. Виноград";2020;2019;Сухое;Белое;310;0.75;77.92;3.896;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-aligote-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-belo/
1022;Millstream Original Классическая серия Совиньон. Вино столовое сухое белое 2019;Белое;4606285010619;Millstream;"ООО ""АПК Мильстрим- Черноморские вина""";2020;2019;Сухое;Белое;220;0.75;77.18;3.859;https://rskrf.ru//goods/millstream-original-klassicheskaya-seriya-sovinon-vino-stolovoe-sukhoe-beloe-2019-bez-ukazaniya-goda/
1023;Millstream Original лимитированная серия Пино нуар. вино с ЗГУ «Кубань. Таманский полуостров» розовое сухое 2019;Розовое;4606285010947;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ. 353542. Краснодарский край. Темрюкский район. п. Виноград";2020;2019;Сухое;Розовое;310;0.75;75.08;3.754;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-pino-nuar-vino-s-zgu-kuban-tamanskiy-poluostrov-rozovoe-s/
1024;AV Кубань игристое полусухое белое. Вино с ЗГУ «Кубань. Таманский полуостров»  2019;Игристое;4606285010954;Millstream;"ООО ""АПК Мильстрим- Черноморские вина""";2020;2019;Полусухое;Белое;365;0.75;79.6;3.980;https://rskrf.ru//goods/av-kuban-igristoe-polusukhoe-beloe-vino-s-zgu-kuban-tamanskiy-poluostrov-2019/
1025;"
                        Российское шампанское. брют белое                     ";Игристое;4606285006353;Millstream;;2019;Без указания года;Брют;Белое;310;0.75;79.48;3.974;https://rskrf.ru//goods/rossiyskoe-shampanskoe-bryut-beloe-/
1026;Каберне-Мерло  2017;Красное;4620018811564;Villa Krim;СК АО;2018;2017;Сухое;Красное;303;0.75;79.1;3.955;https://rskrf.ru//goods/tm-villa-krim-kaberne-merlo-vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-krasnoe-ur/
1027;Шевалье Руж. вино полусладкое красное. ЗГУ 2018;Красное;4620018811403;Villa Krim;;2019;2018;Полусладкое;Красное;274;0.75;78.8;3.940;https://rskrf.ru//goods/villa-krim-shevale-ruzh-vino-zgu-polusladkoe-krasnoe-2018/
1028;Пино Нуар. вино полусухое красное. ЗГУ 2017;Красное;4620018812004;Villa Krim;;2019;2017;Полусухое;Красное;346;0.75;78.71;3.936;https://rskrf.ru//goods/villa-krim-pino-nuar-vino-zgu-polusukhoe-krasnoe-2017/
1029;Каберне-Мерло. вино сухое красное. ЗГУ 2017;Красное;4620018811564;Villa Krim;;2019;2017;Сухое;Красное;382;0.75;78.4;3.922;https://rskrf.ru//goods/villa-krim-kaberne-merlo-vino-zgu-sukhoe-krasnoe-2017/
1030;Бастардо. вино полусладкое красное. ЗГУ 2018;Красное;4620018811847;Villa Krim;;2019;2018;Полусладкое;Красное;309;0.75;78.1;3.905;https://rskrf.ru//goods/villa-krim-bastardo-vino-zgu-polusladkoe-krasnoe-2018/
1031;Каберне Пино Нуар. вино полусладкое красное. ЗГУ 2018;Красное;4620018811427;Villa Krim;;2019;2018;Полусладкое;Красное;403;0.75;78.1;3.905;https://rskrf.ru//goods/villa-krim-kaberne-pino-nuar-vino-zgu-polusladkoe-krasnoe-2018/
1032;Каберне. вино сухое красное. ЗГУ  2017;Красное;4620018811304;Villa Krim;;2019;2017;Сухое;Красное;249;0.75;77.6;3.880;https://rskrf.ru//goods/kaberne-vino-sukhoe-krasnoe-zgu-2017/
1033;Мерло. вино сухое красное. ЗГУ  2018;Красное;4620018811908;Villa Krim;;2019;2018;Сухое;Красное;322;0.75;76.98;3.849;https://rskrf.ru//goods/merlo-vino-sukhoe-krasnoe-zgu-2018/
1034;Траминер Блан. вино полусладкое белое. ЗГУ 2018;Белое;4620018811366;Villa Krim;;2019;2018;Полусладкое;Белое;292;0.75;81.4;4.070;https://rskrf.ru//goods/villa-krim-traminer-blan-vino-zgu-polusladkoe-beloe-2018/
1035;Совиньон. вино сухое белое. ЗГУ 2018;Белое;4620018811526;Villa Krim;;2019;2018;Сухое;Белое;336;0.75;81.35;4.068;https://rskrf.ru//goods/villa-krim-sovinon-vino-zgu-sukhoe-beloe-2018/
1036;Мускат Бианко. вино полусладкое белое. ЗГУ 2018;Белое;4620018811342;Villa Krim;;2019;2018;Полусладкое;Белое;299;0.75;81.3;4.065;https://rskrf.ru//goods/villa-krim-muskat-bianko-vino-zgu-polusladkoe-beloe-2018/
1037;Winery yard. вино полусухое белое. ЗГУ 2018;Белое;4620018811465;Villa Krim;;2019;2018;Полусухое;Белое;293;0.75;79.5;3.975;https://rskrf.ru//goods/villa-krim-winery-yard-vino-zgu-polusukhoe-beloe-2018/
1038;Мускат Траминер. вино сладкое белое. ЗГУ 2018;Белое;4620018811380;Villa Krim;;2019;2018;Сладкое;Белое;355;0.75;79.5;3.975;https://rskrf.ru//goods/villa-krim-muskat-traminer-vino-zgu-sladkoe-beloe-2018/
1039;Авторское вино Шардоне Совиньон. вино сухое белое. ЗГУ 2018;Белое;4620018811281;Villa Krim;;2019;2018;Сухое;Белое;313;0.75;78.79;3.940;https://rskrf.ru//goods/villa-krim-avtorskoe-vino-shardone-sovinon-vino-zgu-sukhoe-beloe-2018/
1040;Шато Барон. вино полусладкое белое. ЗГУ 2017;Белое;4620018811328;Villa Krim;;2019;2017;Полусладкое;Белое;265;0.75;77.6;3.880;https://rskrf.ru//goods/shato-baron-vino-polusladkoe-beloe-zgu-2017/
1041;Шардоне. вино сухое белое. ЗГУ  2017;Белое;4620018811922;Villa Krim;;2019;2017;Сухое;Белое;277;0.75;77.3;3.865;https://rskrf.ru//goods/shardone-vino-sukhoe-beloe-zgu-2017/
1042;Совиньон-Каберне. вино сухое розовое с ЗГУ 2018;Розовое;4620018811588;Villa Krim;;2019;2018;Сухое;Розовое;321;0.75;78.56;3.930;https://rskrf.ru//goods/sovinon-kaberne-vino-sukhoe-rozovoe-s-zgu-2018/
1043;Мускат Ривьера. вино полусладкое розовое. ЗГУ  2018;Розовое;4620018810260;Villa Krim;;2019;2018;Полусладкое;Розовое;290;0.75;77.63;3.882;https://rskrf.ru//goods/muskat-rivera-vino-polusladkoe-rozovoe-zgu-2018/
1044;Red Merlot. вино сухое красное. ЗГУ «Кубань. Новороссийск» 2016;Красное;4670014340247;Villa Victoria;;2019;2016;Сухое;Красное;786;0.75;78.11;3.911;https://rskrf.ru//goods/villa-victoria-red-merlot-vino-zgu-kuban-novorossiysk-sukhoe-krasnoe-2016/
1045;Пино Гри Семигорье. вино сухое розовое с ЗГУ «Кубань. Новороссийск»  2016;Розовое;4670014340223;Villa Victoria;;2019;2016;Сухое;Розовое;705;0.75;76.67;3.834;https://rskrf.ru//goods/pino-gri-semigore-vino-sukhoe-rozovoe-s-zgu-kuban-novorossiysk-2016/
1046;"
                        Премиум коллекция. Саперави. вино столовое сухое. красное                     ";Красное;46030003652287;Vinaterra;;2019;Без указания года;Сухое;Красное;376;0.75;77.8;3.890;https://rskrf.ru//goods/premium-kollektsiya-saperavi-vino-stolovoe-sukhoe-krasnoe-/
1047;"
                        Классическая коллекция. Мерло. вино столовое полусухое красное                     ";Красное;4630003651778;Vinaterra;;2019;Без указания года;Полусухое;Красное;259;0.75;76.6;3.830;https://rskrf.ru//goods/klassicheskaya-kollektsiya-merlo-vino-stolovoe-polusukhoe-krasnoe-/
1048;"
                        Премиум коллекция. Мерло. вино столовое сухое красное                     ";Красное;4630003651716;Vinaterra;;2019;Без указания года;Сухое;Красное;376;0.75;75.02;3.751;https://rskrf.ru//goods/premium-kollektsiya-merlo-vino-stolovoe-sukhoe-krasnoe-/
1049;Vinaterra Premium Varietals. Cabernet Sauvignon. вино столовое сухое красное  2018;Красное;4630003651709;Vinaterra;;2019;2018;Сухое;Красное;376;0.75;75;3.750;https://rskrf.ru//goods/vinaterra-premium-varietals-cabernet-sauvignon-vino-stolovoe-sukhoe-krasnoe-2018/
1050;Vinaterra. Каберне Совиньон. вино столовое полусухое красное  2018;Красное;4630003651761;Vinaterra;;2019;2018;Полусухое;Красное;189;0.75;74.49;3.725;https://rskrf.ru//goods/vinaterra-kaberne-sovinon-vino-stolovoe-polusukhoe-krasnoe-2018/
1051;Vinaterra. Саперави-Мерло. вино столовое сладкое красное  2018;Красное;4630003651983;Vinaterra;;2019;2018;Сладкое;Красное;189;0.75;73.4;3.670;https://rskrf.ru//goods/vinaterra-saperavi-merlo-vino-stolovoe-sladkoe-krasnoe-2018/
1052;Мускат. вино столовое полусладкое белое 2018;Белое;4630003651785;Vinaterra;;2019;2018;Полусладкое;Белое;189;0.75;73.4;3.670;https://rskrf.ru//goods/muskat-vino-stolovoe-polusladkoe-beloe-2018/
