N;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
265;Вино с защищенным географическим указанием «Крым» полусухое белое «Пикник» ;Белое;4660016611896;Alma Valley;"ООО ""ИНВЕСТ ПЛЮС""";2021;;Полусухое;Белое;576;075;78.64;3.9320;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusukhoe-beloe-piknik-/
266;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» полусухое белое «Зеленое вино. Рислинг-Цитронный Магарача» 2020;Белое;4603040015308;Fanagoria;"ОАО ""АПФ ""ФАНАГОРИЯ""";2021;2020;Полусухое;Белое;450;075;78.64;3.9320;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-polusukhoe-beloe-zeleno/
267;Коллекция молодых вин Мускатное Крымское, вино столовое полусладкое белое  ;Белое;4623721617492;Inkerman;;2019;Без указания года;Полусладкое;Белое;329;075;78.6;3.9320;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-muskatnoe-krymskoe-stolovoe-polusladkoe-beloe-n-v/
268;Вино с защищенным географическим указанием «Крым» сухое белое «Шардоне Инкерман» 2019;Белое;4623722067432;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;2019;Сухое;Белое;460;075;78.62;3.9310;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-beloe-shardone-inkerman-2019/
269;Крю Лермонт Совиньон Блан Фанагории 2016;Белое;4603040008652;Фанагория;АПФ ФАНАГОРИЯ ОАО;2018;2016;Сухое;Белое;722;075;78.61;3.9305;https://rskrf.ru//goods/kryu-lermont-sovinon-blan-fanagorii-vino-geograficheskogo-naimenovaniya-sukhoe-beloe/
270;Номерной резерв Мускат, вино полусладкое белое, ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4603040009963;Фанагория;;2019;2018;Полусладкое;Белое;245;075;78.6;3.9300;https://rskrf.ru//goods/fanagoriya-nomernoy-rezerv-muskat-vino-zgu-kuban-tamanskiy-poluostrov-polusladkoe-beloe-2018/
271;Вино столовое полусладкое белое «Коллекция Мильстрим Премиум» ;Белое;4670028270790;Мильстрим-Черноморские Вина;"ООО ""АПК МИЛЬСТРИМ-ЧЕРНОМОРСКИЕ ВИНА""";2021;;Полусладкое;Белое;350;075;78.55;3.9275;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-kollektsiya-milstrim-premium-/
272;Вино с защищенным географическим указанием «Кубань» сухое белое «Совиньон де Талю» 2019;Белое;4610069620062;Шато де Талю;"ООО ""ШАТО ДЕ ТАЛЮ""";2021;2019;Сухое;Белое;599;075;78.55;3.9275;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-sovinon-de-talyu-2019/
273;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое белое «Шато Тамань. Шардоне» 2020;Белое;4607062863978;Шато Тамань;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Сухое;Белое;299;075;78.55;3.9275;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-shato-tama-2f8a24/
274;Коллекция классическая Рислинг Саук-Дере Поздний сбор, вино полусладкое белое, ЗГУ «Кубань. Крымск»  2017;Белое;4699301417110;Саук-Дере;;2019;2017;Полусладкое;Белое;243;075;78.52;3.9270;https://rskrf.ru//goods/sauk-dere-kollektsiya-klassicheskaya-risling-sauk-dere-pozdniy-sbor-vino-zgu-kuban-krymsk-polusladko/
275;Inkerman Коллекция молодых вин. Мускатное Крымское вино столовое полусладкое белое ;Белое;4623721617492;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Белое;400;075;78.53;3.9265;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-muskatnoe-krymskoe-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-g/
276;Вино с защищенным географическим указанием «Крым» полусладкое белое «Шато Барон» 2019;Белое;4620018811328;Villa Krim;"АО ""СТАРОКРЫМСКИЙ""";2021;2019;Полусладкое;Белое;336;075;78.5;3.9250;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusladkoe-beloe-shato-baron-2019/
277;Вино с защищенным географическим указанием «Крым» полусладкое белое Terra Egos Organic Шардоне ;Белое;4630035544437;Винный дом Фотисаль;"ООО ""ВИННЫЙ ДОМ ФОТИСАЛЬ""";2021;;Полусладкое;Белое;604;075;78.5;3.9250;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusladkoe-beloe-terra-egos-organic-shardone/
278;Вино столовое сухое белое Рислинг  2019;Белое;4620018812332;Villa Krim;"АО ""СТАРОКРЫМСКИЙ""";2021;2019;Сухое;Белое;374;075;78.45;3.9225;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-risling-2019/
279;Вино с защищенным географическим указанием «Кубань» сухое белое «Абрау Эстейтс» 2019;Белое;4630027300478;Абрау;"ООО ""ЛОЗА""";2021;2019;Сухое;Белое;560;075;78.45;3.9225;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-abrau-esteyts-2019/
280;Вино с защищенным географическим указанием «Долина Дона» сухое белое «Цимлянское» ;Белое;4600735005316;Цимлянские вина;"ОАО ""ЦИМЛЯНСКИЕ ВИНА""";2021;;Сухое;Белое;249;075;78.45;3.9225;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dolina-dona-sukhoe-beloe-tsimlyanskoe-/
281;Вино полусладкое белое «Легенда полуострова» ;Белое;4650134100570;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;;Полусладкое;Белое;412;075;78.42;3.9210;https://rskrf.ru//goods/vino-polusladkoe-beloe-legenda-poluostrova-/
282;Вино с защищенным географическим указанием «Нижняя Волга» сухое белое «Ркацители-Шардоне. Покровское» ;Белое;4607181950054;Винодельня Покровская;"ООО ""ДУБОВСКИЙ ВИНОГРАД""";2021;;Сухое;Белое;739;075;78.42;3.9210;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-nizhnyaya-volga-sukhoe-beloe-rkatsiteli-shardone-p/
283;Inkerman Буссо. Коллекция молодых вин. Вино столовое полусладкое белое ;Белое;4623721617447;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусладкое;Белое;270;075;78.4;3.9200;https://rskrf.ru//goods/inkerman-busso-kollektsiya-molodykh-vin-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-goda/
284;Совиньон, вино сухое белое, ЗГУ «Кубань. Таманский полуостров»  2018;Белое;4607062866191;Шато Тамань;;2019;2018;Сухое;Белое;188;075;78.36;3.9200;https://rskrf.ru//goods/shato-taman-sovinon-vino-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2018/
285;Вино географического наименования «Ведерниковское» сухое белое Сибирьковый  2019;Белое;4605899000894;Винодельня Ведерниковъ;"АО ""МИЛЛЕРОВСКИЙ ВИНЗАВОД""";2021;2019;Сухое;Белое;524;075;78.36;3.9180;https://rskrf.ru//goods/vino-geograficheskogo-naimenovaniya-vedernikovskoe-sukhoe-beloe-sibirkovyy-2019/
286;Вино столовое полусладкое белое «Русская лоза» ;Белое;4630027300218;Русская лоза;"ООО ""ЛОЗА""";2021;;Полусладкое;Белое;289;075;78.36;3.9180;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-russkaya-loza-/
287;Саук-Дере белое ;Белое;4607004091933;Саук-Дере;ДЕЛЬТА КЛАБ ООО;2018;Без указания года;Полусладкое;Белое;270;075;78.36;3.9180;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-sauk-dere-beloe/
288;Вино столовое сухое белое «Шардоне. Резерв», «Усадьба Перовских» 2020;Белое;4610017110560;Усадьба Перовских;"ООО ""ВЕЙН УНД ВАССЕР""";2021;2020;Сухое;Белое;531;075;78.36;3.9180;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-shardone-rezerv-usadba-perovskikh-2020/
289;Совиньон Блан 2015;Белое;4620002630997;Шато Ле Гран Восток;АВРОРА ОАО;2018;2015;Сухое;Белое;585;075;78.36;3.9180;https://rskrf.ru//goods/shato-le-gran-vostok-sovinon-blan/
290;Виорика мускатная Tamania 2015;Белое;4600068033574;Южная винная компания;ОЧАКОВО АО МПБК;2018;2015;Сухое;Белое;200;075;78.36;3.9180;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-viorika-muskatnaya-tamania/
291;Шардоне Видаль, вино сухое белое, ЗГУ 2017;Белое;4620018811601;Старый Крым;;2019;2017;Сухое;Белое;412;075;78.3;3.9175;https://rskrf.ru//goods/staryy-krym-shardone-vidal-vino-zgu-sukhoe-beloe-2017/
292;Millstream Original Лимитированная серия Траминер. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4606285010848;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ, 353542, Краснодарский край, Темрюкский район, п. Виноград";2020;2019;Сухое;Белое;355;075;78.33;3.9165;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-traminer-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-bel/
293;Вино с защищенным географическим указанием «Крым» сухое белое «ЗБ вайн Вайт» (ZB wine White) 2020;Белое;4630017544547;ZB Wine;"ООО ""АГРОФИРМА ЗОЛОТАЯ БАЛКА""";2021;2020;Сухое;Белое;475;075;78.33;3.9165;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-beloe-zb-vayn-vayt-zb-wine-white-2020/
294;Классическая коллекция Легенда Инкермана, вино столовое полусладкое белое ;Белое;4623720857639;Inkerman;;2019;Без указания года;Полусладкое;Белое;372;075;78.3;3.9160;https://rskrf.ru//goods/inkerman-klassicheskaya-kollektsiya-legenda-inkermana-stolovoe-polusladkoe-beloe/
295;Вино с защищенным географическим указанием «Крым» сухое белое «Алиготе Крымское» ;Белое;4623722067418;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;;Сухое;Белое;489;075;78.31;3.9155;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-sukhoe-beloe-aligote-krymskoe-/
296;Inkerman Шато Блан. Коллекция молодых вин. Вино столовое полусухое белое ;Белое;4623721617461;Inkerman;"ООО ""Инкерманский завод марочных вин""";2020;Без указания года;Полусухое;Белое;252;075;78.3;3.9150;https://rskrf.ru//goods/inkerman-shato-blan-kollektsiya-molodykh-vin-vino-stolovoe-polusukhoe-beloe-/
297;Шардоне Классик 2017;Белое;4630017484652;Винодельня Юбилейная;"ООО Винодельня ""Юбилейная""";2018;2017;Сухое;Белое;350;075;78.3;3.9150;https://rskrf.ru//goods/klassik-yubileynoy-vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukh-386571/
298;Вино с защищенным географическим указанием «Крым» полусладкое белое «Пикник» ;Белое;4660016611902;Alma Valley;"ООО ""ИНВЕСТ ПЛЮС""";2021;;Полусладкое;Белое;459;075;78.27;3.9135;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusladkoe-beloe-piknik-/
299;Millstream Original Лимитированная серия Мускат. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4606285010855;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ, 353542, Краснодарский край, Темрюкский район, п. Виноград";2020;2019;Сухое;Белое;220;075;78.27;3.9135;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-muskat-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe/
300;Вино с защищенным географическим указанием «Кубань» сухое белое «Амфитрион Пино Гри Лимитед»  2017;Белое;4607191010229;Амфитрион;"ООО АФ ""САУК-ДЕРЕ""";2021;2017;Сухое;Белое;895;075;78.27;3.9135;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-amfitrion-pino-gri-limited-2017/
301;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое белое «Аристов. Пино Бьянко» 2020;Белое;4607062864623;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Сухое;Белое;327;075;78.27;3.9135;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-aristov-pi/
302;Вино с защищенным географическим указанием «Кубань» сухое белое «Блан де Талю» 2019;Белое;4610069620079;Шато де Талю;"ООО ""ШАТО ДЕ ТАЛЮ""";2021;2019;Сухое;Белое;450;075;78.27;3.9135;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-blan-de-talyu-2019/
303;Вино с защищенным географическим указанием «Кубань. Новороссийск» сухое белое Гевюрцтраминер  2020;Белое;4620036811171;Мысхако;"ООО ""МЫСХАКО""";2021;2020;Сухое;Белое;930;075;78.25;3.9125;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-novorossiysk-sukhoe-beloe-gevyurtstraminer-2/
304;Васильковый цвет Рислинг, вино сухое белое  2016;Белое;4699301416724;Саук-Дере;;2019;2016;Сухое;Белое;324;075;78.11;3.9110;https://rskrf.ru//goods/sauk-dere-vasilkovyy-tsvet-risling-sukhoe-beloe-2016/
305;Вино с защищенным географическим указанием «Крым» полусладкое белое «Мускат Бианко»  2019;Белое;4620018811342;Villa Krim;"АО ""СТАРОКРЫМСКИЙ""";2021;2019;Полусладкое;Белое;340;075;78.18;3.9090;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-polusladkoe-beloe-muskat-bianko-2019/
306;Aristov 8 bianco. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4630037251685;Аристов;"ООО ""Кубань-Вино"" Россия, 353531, Краснодарский край, Темрюкский район, ст. Старотитаровская, ул. За";2020;2019;Сухое;Белое;217;05;78.18;3.9090;https://rskrf.ru//goods/aristov-8-bianco-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-goda/
307;Вино столовое полусладкое белое «Кубань-Вино» 2020;Белое;4630037252897;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Полусладкое;Белое;141;07;78.18;3.9090;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-kuban-vino-2020/
308;Вино с защищенным географическим указанием «Кубань. Таманский полуостров» сухое белое «Траминер. Шато Тамань» 2020;Белое;4630037252415;Шато Тамань;"ООО ""КУБАНЬ-ВИНО""";2021;2020;Сухое;Белое;171;075;78.18;3.9090;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-tamanskiy-poluostrov-sukhoe-beloe-traminer-sh/
309;Вино сухое белое SEVRE «Траминер»  ;Белое;4650134100617;Inkerman;"ООО ""ИНКЕРМАНСКИЙ ЗАВОД МАРОЧНЫХ ВИН""";2021;;Сухое;Белое;537;075;78.17;3.9085;https://rskrf.ru//goods/vino-sukhoe-beloe-sevre-traminer-/
310;Вино с защищенным географическим указанием «Дагестан» сухое белое «Жемчужина России Совиньон» ;Белое;4680046410788;Дербентская винодельческая компания;"ООО ""ДЕРБЕНТСКАЯ ВИНОДЕЛЬЧЕСКАЯ КОМПАНИЯ""";2021;;Сухое;Белое;246;075;78.17;3.9085;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dagestan-sukhoe-beloe-zhemchuzhina-rossii-sovinon-/
311;Мускатное Крымское ;Белое;4623721617492;Инкерман;ИЗМВ ООО;2018;Без указания года;Полусладкое;Белое;274;075;78.16;3.9080;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-muskatnoe-krymskoe-inkerman/
312;Коллекция молодых вин Буссо, столовое полусладкое белое ;Белое;4623721617447;Inkerman;;2019;Без указания года;Полусладкое;Белое;285;075;78;3.9050;https://rskrf.ru//goods/inkerman-kollektsiya-molodykh-vin-busso-stolovoe-polusladkoe-beloe/
313;Вино с защищенным географическим указанием «Кубань. Новороссийск» полусладкое белое «Шато Пино. Гравитация. Пино Гриджио»  2020;Белое;4680074270538;Шато Пино;"ООО ""ВИНОДЕЛЬНЯ ШАТО ПИНО""";2021;2020;Полусладкое;Белое;499;075;78.1;3.9050;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-novorossiysk-polusladkoe-beloe-shato-pino-gr/
314;Вино с защищенным географическим указанием «Кубань» сухое белое «Адагум Вэлли. Рислинг» ;Белое;4610094281559;Адагум;"ООО ""ОЛИМП""";2021;;Сухое;Белое;377;075;78.09;3.9045;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-adagum-velli-risling-/
315;Вино с защищенным географическим указанием «Кубань. Крымск» сухое белое «Саук-Дере Рислинг» 2019;Белое;4699301417097;Саук-Дере;"ООО АФ ""САУК-ДЕРЕ""";2021;2019;Сухое;Белое;269;075;78.09;3.9045;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-krymsk-sukhoe-beloe-sauk-dere-risling-2019/
316;Chateau Pinot Гравитация Пино Гриджо. Вино с ЗГУ «Кубань. Новороссийск». Белое полусладкое 2019;Белое;4680074270101;Chateau Pinot;"ООО ""Винодельня Шато Пино""";2020;2019;Полусладкое;Белое;848;075;78.08;3.9040;https://rskrf.ru//goods/chateau-pinot-gravitatsiya-pino-gridzho-vino-s-zgu-kuban-novorossiysk-beloe-polusladkoe-2019-bez-uka/
317;Вилла Звезда. Вино с ЗГУ «Долина Дона». Полусладкое белое Шардоне;Белое;4630016401407;Вилла Звезда;"ООО ""Вилла Звезда""";2020;Без указания года;Полусладкое;Белое;299;075;78.08;3.9040;https://rskrf.ru//goods/villa-zvezda-vino-s-zgu-dolina-dona-polusladkoe-beloe-shardone-bez-ukazaniya-goda/
318;Виорика Мускатная, вино столовое белое полусладкое ;Белое;4600068025463;Батерфляй;;2019;Без указания года;Полусладкое;Белое;292;075;78.11;3.9005;https://rskrf.ru//goods/batterflyay-viorika-beloe-polusladkoe/
319;Алиготе «Баккал Су» ;Белое;4623721665639;Валерий Захарьин;ИНТЕРФИН ООО;2018;Без указания года;Сухое;Белое;602;075;78;3.9000;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-aligote-serii-bakkal-su/
320;«Губернаторское» Ркацители  2015;Белое;4605899002775;Вина Ведерниковъ;МИЛЛЕРОВСКИЙ ВИНЗАВОД АО;2018;2015;Сухое;Белое;725;075;78;3.9000;https://rskrf.ru//goods/gubernatorskoe-rkatsiteli-vino-geograficheskogo-naimenovaniya-vedernikovskoe-sukhoe-beloe-urozhaya-2/
321;Вино с защищенным географическим указанием «Крым» ординарное сухое белое Шардоне 2020;Белое;4680017724319;Массандра;"АО ""ПРОИЗВОДСТВЕННОЕ-АГРАРНО ОБЪЕДИНЕНИЕ ""МАССАНДРА""";2021;2020;Сухое;Белое;355;075;78;3.9000;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-krym-ordinarnoe-sukhoe-beloe-shardone-2020/
322;Адагум Совиньон. Вино с ЗГУ «Кубань». Сухое белое  ;Белое;4620012637535;Адагум;"ООО ""Олимп""";2020;Без указания года;Сухое;Белое;370;075;77.99;3.8995;https://rskrf.ru//goods/adagum-sovinon-vino-s-zgu-kuban-sukhoe-beloe-bez-ukazaniya-goda/
323;ZB wine, вино сухое белое с ЗГУ «Крым»  2018;Белое;4630017542338;ZB Wine;;2019;2018;Сухое;Белое;500;075;77.98;3.8990;https://rskrf.ru//goods/zb-wine-vino-sukhoe-beloe-s-zgu-krym-2018/
324;Millstream Original Лимитированная серия Алиготе. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4606285010848;Millstream;"ООО ""АПК Мильстрим- Черноморские вина"" РФ, 353542, Краснодарский край, Темрюкский район, п. Виноград";2020;2019;Сухое;Белое;310;075;77.92;3.8960;https://rskrf.ru//goods/millstream-original-limitirovannaya-seriya-aligote-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-belo/
325;Вино столовое сухое белое Appetite Collection Fish Club  ;Белое;4620018812233;Villa Krim;"АО ""СТАРОКРЫМСКИЙ""";2021;;Сухое;Белое;403;075;77.91;3.8955;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-appetite-collection-fish-club-/
326;F-Style, Каберне Совиньон, вино сухое белое, ЗГУ «Кубань. Таманский полуостров» 2018;Белое;4603040014172;Фанагория;;2019;2018;Сухое;Белое;395;075;77.89;3.8945;https://rskrf.ru//goods/f-style-kaberne-sovinon-vino-sukhoe-beloe-zgu-kuban-tamanskiy-poluostrov-2018/
327;Рислинг 15, вино столовое сухое белое 2017;Белое;4600068039644;Южная винная компания;;2019;2017;Сухое;Белое;203;075;77.86;3.8930;https://rskrf.ru//goods/risling-15-vino-stolovoe-sukhoe-beloe-2017/
328;Chateau Tamagne Сhardonnay. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4607062863978;Chateau Tamagne;"ООО ""Кубань-Вино"" Россия, 353531, Краснодарский край, Темрюкский район, ст. Старотитаровская, ул. За";2020;2019;Сухое;Белое;274;075;77.83;3.8915;https://rskrf.ru//goods/chateau-tamagne-shardonnay-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-god/
329;Баракольская долина, Шардоне, вино сухое белое, ЗГУ «Крым»  2017;Белое;4680020411916;Коктебель;;2019;2017;Сухое;Белое;500;075;77.77;3.8885;https://rskrf.ru//goods/barakolskaya-dolina-shardone-vino-sukhoe-beloe-zgu-krym-2017/
330;Вино столовое сухое белое «Казачьи погреба» ;Белое;4630016400103;Вилла Звезда;"ООО ""ВИЛЛА ЗВЕЗДА""";2021;;Сухое;Белое;242;075;77.75;3.8875;https://rskrf.ru//goods/vino-stolovoe-sukhoe-beloe-kazachi-pogreba-/
331;Вино с защищенным географическим указанием «Кубань» сухое белое «Шумринка Семисам» 2018;Белое;4651115990043;Семисам;"ООО ""ШУМРИНКА""";2021;2018;Сухое;Белое;530;075;77.73;3.8865;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-kuban-sukhoe-beloe-shumrinka-semisam-2018/
332;Солнечная долина, вино столовое полусладкое белое 2018;Белое;4610015990973;Солнечная Долина;;2019;2018;Полусладкое;Белое;305;075;77.7;3.8850;https://rskrf.ru//goods/solnechnaya-dolina-vino-stolovoe-polusladkoe-beloe-2018/
333;Вино с защищенным географическим указанием «Долина Дона» сухое белое «Гранд резерв Атаман Кумшацкий» ;Белое;4630016401247;Вилла Звезда;"ООО ""ВИЛЛА ЗВЕЗДА""";2021;;Сухое;Белое;712;075;77.67;3.8835;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dolina-dona-sukhoe-beloe-grand-rezerv-ataman-kumsh/
334;Абрау Купаж Белый. Вино столовое полусладкое белое  ;Белое;4630027300072;Фанагория;"ООО ""Лоза"" 353407, Россия, Краснодарский край, Анапский район, с. Сукко, ул. Киблерова, д. 2";2020;Без указания года;Полусладкое;Белое;368;075;77.66;3.8830;https://rskrf.ru//goods/abrau-kupazh-belyy-vino-stolovoe-polusladkoe-beloe-bez-ukazaniya-goda/
335;Вино столовое полусладкое белое «Мускат Евпаторийский» ;Белое;4610016490052;Крымский берег;"ООО ""ЕВПАТОРИЙСКИЙ ЗАВОД КЛАССИЧЕСКИХ ВИН""";2021;;Полусладкое;Белое;238;075;77.64;3.8820;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-beloe-muskat-evpatoriyskiy-/
336;Chateau Tamagne Premier Blanc. Вино с защищенным наименованием места происхождения «Южный берег Тамани». Выдержанное сухое белое 2017;Белое;4630037250626;Chateau Tamagne;"ООО ""Кубань-Вино"" Россия, 353531, Краснодарский край, Темрюкский район, ст. Старотитаровская, ул. За";2020;2017;Сухое;Белое;420;075;77.63;3.8815;https://rskrf.ru//goods/chateau-tamagne-premier-blanc-vino-s-zashchishchennym-naimenovaniem-mesta-proiskhozhdeniya-yuzhnyy-b/
337;Sun Valley, вино для повседневного потребления, столовое полусладкое белое  2018;Белое;4610015991758;Sun Valley;;2019;2018;Полусладкое;Белое;218;075;77.6;3.8800;https://rskrf.ru//goods/sun-valley-vino-dlya-povsednevnogo-potrebleniya-stolovoe-polusladkoe-beloe-2018/
338;Шато Барон, вино полусладкое белое, ЗГУ 2017;Белое;4620018811328;Villa Krim;;2019;2017;Полусладкое;Белое;265;075;77.6;3.8800;https://rskrf.ru//goods/shato-baron-vino-polusladkoe-beloe-zgu-2017/
339;Жемчужина Массандры, полусладкое белое, ЗГУ 2018;Белое;4680017723657;Массандра;;2019;2018;Полусладкое;Белое;360;075;77.6;3.8800;https://rskrf.ru//goods/zhemchuzhina-massandry-polusladkoe-beloe-zgu-2018/
340;Кубань-Вино Шардоне. Вино с ЗГУ «Кубань. Таманский полуостров». Сухое белое 2019;Белое;4607062864586;Кубань-Вино;"ООО ""Кубань-Вино"" Россия, 353531, Краснодарский край, Темрюкский район, ст. Старотитаровская, ул. д2";2020;2019;Сухое;Белое;279;075;77.59;3.8795;https://rskrf.ru//goods/kuban-vino-shardone-vino-s-zgu-kuban-tamanskiy-poluostrov-sukhoe-beloe-2019-bez-ukazaniya-goda/
341;Винодельня Покровская. Покровское вино столовое сухое белое ;Белое;4627120690209;Винодельня Покровская;"ООО ""Дубовский ВИНОград""";2020;Без указания года;Сухое;Белое;470;075;77.58;3.8790;https://rskrf.ru//goods/vinodelnya-pokrovskaya-pokrovskoe-vino-stolovoe-sukhoe-beloe-bez-ukazaniya-goda/
342;ZB Wine My Chardonnay. Вино с ЗГУ «Крым». Сухое белое 2019;Белое;4630017544202;ZB Wine;"ООО ""Агрофирма ""Золотая Балка""";2020;2019;Сухое;Белое;495;075;77.51;3.8755;https://rskrf.ru//goods/zb-wine-my-chardonnay-vino-s-zgu-krym-sukhoe-beloe-2019-bez-ukazaniya-goda/
343;Di Caspico Sauvignon. Вино с ЗГУ «Дагестан». Сухое белое  2019;Белое;4680046410443;Di Caspico;"ООО ""Дербентская винодельческая компания""";2020;2019;Сухое;Белое;375;075;77.5;3.8750;https://rskrf.ru//goods/di-caspico-sauvignon-vino-s-zgu-dagestan-sukhoe-beloe-2019-bez-ukazaniya-goda/
344;Хороший год, Алиготе, вино столовое сухое белое 2018;Белое;4623722078476;Валерий Захарьин;;2019;2018;Сухое;Белое;441;075;77.5;3.8750;https://rskrf.ru//goods/khoroshiy-god-aligote-vino-stolovoe-sukhoe-beloe-2018/
345;Вино с защищенным географическим указанием «Долина Дона» сухое белое «Ведерниковское Губернаторское Рислинг»  2019;Белое;4605899001815;Вина Ведерниковъ;"АО ""МИЛЛЕРОВСКИЙ ВИНЗАВОД""";2021;2019;Сухое;Белое;620;075;77.45;3.8725;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dolina-dona-sukhoe-beloe-vedernikovskoe-gubernator/
