N;name;wine_type;barcode;brand;company;research_year;vintage;sugar;color;price;price_for;rating_gost;rating;url
513;Фанагория, Fine Select, Мерло, вино столовое полусладкое красное  2018;Красное;4603040011980;Фанагория;;2019;2018;Полусладкое;Красное;390;075;76.34;3.8170;https://rskrf.ru//goods/fanagoriya-fine-select-merlo-vino-stolovoe-polusladkoe-krasnoe-2018/
514;Кубань. Таманский полуостров. Полусладкое красное Саперави Северный  2018;Красное;4600068044907;Южная винная компания;"АО ""МПБК ""Очаково""";2020;2018;Полусладкое;Красное;316;075;76.33;3.8165;https://rskrf.ru//goods/kuban-tamanskiy-poluostrov-polusladkoe-krasnoe-saperavi-severnyy-2018/
515;Вино для повседневного потребления, столовое полусладкое красное  2018;Красное;4610015991772;Sun Valley;;2019;2018;Полусладкое;Красное;218;075;76.31;3.8155;https://rskrf.ru//goods/vino-dlya-povsednevnogo-potrebleniya-stolovoe-polusladkoe-krasnoe-2018/
516;Фанагория, Каберне, Fine Select, вино столовое полусладкое красное  2017;Красное;4603040011973;Фанагория;;2019;2017;Полусладкое;Красное;299;075;76.3;3.8150;https://rskrf.ru//goods/fanagoriya-kaberne-fine-select-vino-stolovoe-polusladkoe-krasnoe-2017/
517;Гибридные и автохтонные сорта, Цимлянский черный, вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4607062864234;Кубань-Вино;;2019;2018;Сухое;Красное;261;075;76.28;3.8140;https://rskrf.ru//goods/gibridnye-i-avtokhtonnye-sorta-tsimlyanskiy-chernyy-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluos/
518;Вино столовое полусладкое красное «Изабелла Южная» ;Красное;4610016499338;Евпаторийский завод классических вин;"ООО ""ЕВПАТОРИЙСКИЙ ЗАВОД КЛАССИЧЕСКИХ ВИН""";2021;;Полусладкое;Красное;199;075;76.27;3.8135;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-izabella-yuzhnaya-/
519;Вино столовое полусладкое красное «Изабелла. Ривьера» ;Красное;4610094280736;Олимп;"ООО ""ОЛИМП""";2021;;Полусладкое;Красное;169;075;76.27;3.8135;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-izabella-rivera-/
520;Хороший год Каберне. Вино столовое сухое красное   2019;Красное;4623722078452;Хороший год;"ООО ""Евпаторийский завод классических вин""";2020;2019;Сухое;Красное;369;075;76.27;3.8135;https://rskrf.ru//goods/khoroshiy-god-kaberne-vino-stolovoe-sukhoe-krasnoe-2019/
521;Бюрнье Мерло. Вино с ЗГУ «Кубань. Новороссийск». Сухое красное выдержанное 2016;Красное;4640016680399;Бюрнье;"ООО ""ГРАНД-ВИНО""";2020;2016;Сухое;Красное;860;075;76.25;3.8125;https://rskrf.ru//goods/byurne-merlo-vino-s-zgu-kuban-novorossiysk-sukhoe-krasnoe-vyderzhannoe-2016/
522;Вино с защищенным географическим указанием «Долина Дона» сухое красное «Цимлянский резерв. Саперави» ;Красное;4600735005231;Цимлянские вина;"ОАО ""ЦИМЛЯНСКИЕ ВИНА""";2021;;Сухое;Красное;410;075;76.25;3.8125;https://rskrf.ru//goods/vino-s-zashchishchennym-geograficheskim-ukazaniem-dolina-dona-sukhoe-krasnoe-tsimlyanskiy-rezerv-sap-36ea11/
523;Шато Тамань, Каберне Мерло, вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4607062866016;Шато Тамань;;2019;2018;Сухое;Красное;189;075;76.24;3.8120;https://rskrf.ru//goods/shato-taman-kaberne-merlo-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
524;Вино столовое сухое красное «Каберне» ;Красное;4660017481009;Крымский винодел;"ООО ""КРЫМСКИЙ ВИННЫЙ ДОМ""";2021;;Сухое;Красное;292;075;76.18;3.8090;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-kaberne--aa5f3a/
525;Бухта Омега, Пино Нуар, вино столовое полусладкое красное  2018;Красное;4623721616334;Валерий Захарьин;;2019;2018;Полусладкое;Красное;432;075;76.16;3.8080;https://rskrf.ru//goods/bukhta-omega-pino-nuar-vino-stolovoe-polusladkoe-krasnoe-2018/
526;Кубань-Вино, Коллекция винодела, Мерло, вино столовое полусладкое красное  2018;Красное;4607062866214;Кубань-Вино;;2019;2018;Полусладкое;Красное;179;075;76.11;3.8055;https://rskrf.ru//goods/kuban-vino-kollektsiya-vinodela-merlo-vino-stolovoe-polusladkoe-krasnoe-2018/
527;Бахтовое, красное полусладкое ;Красное;4600068043313;Бахтовое;;2019;Без указания года;Полусладкое;Красное;144;075;76.1;3.8050;https://rskrf.ru//goods/bakhtovoe-krasnoe-polusladkoe-/
528;Хороший год Бастардо. Вино столовое сухое красное 2019;Красное;4623721670879;Хороший год;"ООО ""Евпаторийский завод классических вин""";2020;2019;Сухое;Красное;369;075;76.09;3.8045;https://rskrf.ru//goods/khoroshiy-god-bastardo-vino-stolovoe-sukhoe-krasnoe-2019/
529;Вино столовое сухое красное «Пино Нуар», «Усадьба Перовских» 2020;Красное;4610017114346;Усадьба Перовских;"ООО ""ВЕЙН УНД ВАССЕР""";2021;2020;Сухое;Красное;593;075;76.08;3.8040;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-pino-nuar-usadba-perovskikh-2020/
530;Коктебель, Пино Фран, Склон горы Татар Хабурга, вино сухое красное с ЗГУ «Крым»  2016;Красное;4680020410629;Коктебель;;2017;2016;Сухое;Красное;484;075;76;3.8000;https://rskrf.ru//goods/koktebel-pino-fran-sklon-gory-tatar-khaburga-vino-sukhoe-krasnoe-s-zgu-krym-2016/
531;Армутлукская долина, Каберне, вино сухое красное, ЗГУ «Крым»  2017;Красное;4680020410636;Коктебель;;2019;2017;Сухое;Красное;500;075;76;3.8000;https://rskrf.ru//goods/armutlukskaya-dolina-kaberne-vino-sukhoe-krasnoe-zgu-krym-2017/
532;Каберне, вино сухое красное с ЗГУ «Крым» ;Красное;4610015992854;Солнечная долина;;2019;Без указания года;Сухое;Красное;467;075;76;3.8000;https://rskrf.ru//goods/kaberne-vino-sukhoe-krasnoe-s-zgu-krym-/
533;Саперави, вино сухое красное с ЗГУ «Крым» ;Красное;4610015994308;Солнечная долина;;2019;Без указания года;Сухое;Красное;490;075;75.98;3.7990;https://rskrf.ru//goods/saperavi-vino-sukhoe-krasnoe-s-zgu-krym-/
534;Вино столовое сухое красное «Престиж» 2020;Красное;4601088000195;Прасковейское;"АО ""ПРАСКОВЕЙСКОЕ""";2021;2020;Сухое;Красное;420;075;75.73;3.7865;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-prestizh-2021/
535;Хороший год, Саперави, вино столовое сухое красное  2018;Красное;4623721670862;Валерий Захарьин;;2019;2018;Сухое;Красное;460;075;75.7;3.7850;https://rskrf.ru//goods/khoroshiy-god-saperavi-vino-stolovoe-sukhoe-krasnoe-2018/
536;Вино столовое полусладкое красное «Мильстрим 1936. Красностоп Золотовский» ;Красное;4606285012156;Мильстрим-Черноморские Вина;"ООО ""АПК МИЛЬСТРИМ-ЧЕРНОМОРСКИЕ ВИНА""";2021;;Полусладкое;Красное;280;;75.67;3.7835;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-milstrim-1936-krasnostop-zolotovskiy-/
537;Agora, Каберне-Совиньон, вино столовое сухое красное  2017;Красное;4623721249464;Винный дом Фотисаль;;2019;2017;Сухое;Красное;489;075;75.61;3.7805;https://rskrf.ru//goods/agora-kaberne-sovinon-vino-stolovoe-sukhoe-krasnoe-2017/
538;Шато Тамань, Красное Тамани, вино сухое красное с ЗГУ «Кубань. Таманский полуостров»  2018;Красное;4630037250497;Кубань-Вино;;2019;2018;Сухое;Красное;189;075;75.57;3.7785;https://rskrf.ru//goods/shato-taman-krasnoe-tamani-vino-sukhoe-krasnoe-s-zgu-kuban-tamanskiy-poluostrov-2018/
539;Золотые ворота, вино столовое полусладкое красное  2018;Красное;4680020411848;Коктебель;;2019;2018;Полусладкое;Красное;231;075;75.54;3.7770;https://rskrf.ru//goods/zolotye-vorota-vino-stolovoe-polusladkoe-krasnoe-2018/
540;Вино столовое сухое красное «Каберне»  ;Красное;4623721254659;Tavridia;"ООО ""ВИННЫЙ ДОМ ФОТИСАЛЬ""";2021;;Сухое;Красное;294;075;75.5;3.7750;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-kaberne-/
541;Новое русское вино, Каберне Совиньон, вино сухое красное с ЗГУ «Кубань. Крымск»  2018;Красное;4607964860358;Саук-Дере;;2019;2018;Сухое;Красное;335;075;75.5;3.7750;https://rskrf.ru//goods/novoe-russkoe-vino-kaberne-sovinon-vino-sukhoe-krasnoe-s-zgu-kuban-krymsk-2018/
542;Хороший год, Пино Нуар, вино столовое полусладкое красное  2017;Красное;4623721338045;Валерий Захарьин;;2019;2017;Полусладкое;Красное;432;075;75.46;3.7730;https://rskrf.ru//goods/khoroshiy-god-pino-nuar-vino-stolovoe-polusladkoe-krasnoe-2017/
543;Сатера, вино столовое полусладкое красное  2018;Красное;4660017890030;Сатера;;2019;2018;Полусладкое;Красное;387;075;75.36;3.7680;https://rskrf.ru//goods/satera-vino-stolovoe-polusladkoe-krasnoe-2018/
544;Вино столовое полусладкое красное «Изабелла» ;Красное;4650065100120;Минераловодский винзавод;"ООО ""МИНЕРАЛОВОДСКИЙ ВИНЗАВОД""";2021;;Полусладкое;Красное;148;075;75.17;3.7585;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-izabella-/
545;Вино столовое полусладкое красное «Густо вино. Каберне Совиньон – Саперави» ;Красное;4630065100115;Gusto;Alvisa Alcohol Group, S.L.;2021;;Полусладкое;Красное;206;075;75.11;3.7555;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-gusto-vino-kaberne-sovinon-saperavi-/
546;Sun Valley. Вино столовое сухое красное ;Красное;4610015991734;Sun Valley;"АО ""Солнечная Долина""";2020;Без указания года;Сухое;Красное;234;075;75.1;3.7550;https://rskrf.ru//goods/sun-valley-vino-stolovoe-sukhoe-krasnoe-/
547;Вино столовое полусладкое красное «Густо вино. Каберне Совиньон – Мерло» ;Красное;4607002229529;Gusto;Alvisa Alcohol Group, S.L.;2021;;Полусладкое;Красное;206;075;75.09;3.7545;https://rskrf.ru//goods/vino-stolovoe-polusladkoe-krasnoe-gusto-vino-kaberne-sovinon-merlo-/
548;Вино столовое сухое красное «Таманское» ;Красное;4607062863169;Кубань-Вино;"ООО ""КУБАНЬ-ВИНО""";2021;;Сухое;Красное;146;075;75.08;3.7540;https://rskrf.ru//goods/vino-stolovoe-sukhoe-krasnoe-tamanskoe-/
